0	0	0	0	46609	0
1	0	0	0	46609	0
2	0	0	0	46609	0
3	642	0	0	46609	0
4	641	0	0	46609	0
5	642	0	0	46609	0
6	641	0	0	46609	0
7	641	0	0	46609	-51300
8	642	0	0	46609	-51300
9	641	0	0	46609	-51300
10	641	300	300	46609	-51300
11	641	300	300	46609	-51300
12	642	300	300	46609	-51300
13	642	300	300	46609	-51300
14	641	300	300	46609	-51300
15	642	300	300	46647	-51300
16	641	300	300	46647	-51260
17	642	300	300	46647	-51260
18	641	300	300	46734	-51260
19	642	300	300	46734	-51164
20	642	300	300	46734	-51164
21	642	300	300	46835	-51164
22	642	300	300	46835	-51054
23	642	300	300	46835	-51054
24	641	300	300	46942	-51054
25	641	300	300	46942	-50931
26	642	300	300	46942	-50931
27	641	300	300	47054	-50931
28	642	300	300	47054	-50800
29	642	300	300	47054	-50800
30	642	300	300	47169	-50800
31	641	300	300	47169	-50671
32	642	300	300	47169	-50671
33	641	300	300	47282	-50671
34	642	300	300	47282	-50539
35	641	300	300	47282	-50539
36	642	300	300	47398	-50539
37	641	300	300	47398	-50405
38	641	300	300	47398	-50405
39	642	300	300	47511	-50405
40	642	300	300	47511	-50405
41	642	300	300	47511	-50273
42	642	300	300	47624	-50273
43	642	300	300	47624	-50273
44	642	300	300	47624	-50141
45	642	300	300	47734	-50141
46	646	300	300	47734	-50141
47	645	300	300	47734	-50007
48	646	300	300	47846	-50007
49	645	300	300	47846	-50007
50	646	300	300	47846	-49872
51	644	300	300	47955	-49872
52	644	300	300	47955	-49872
53	646	300	300	47955	-49740
54	645	300	300	48065	-49740
55	645	300	300	48065	-49740
56	645	300	300	48065	-49606
57	648	300	300	48174	-49606
58	648	300	300	48174	-49606
59	650	300	300	48174	-49470
60	650	300	300	48282	-49470
61	649	300	300	48282	-49470
62	649	300	300	48282	-49336
63	649	300	300	48391	-49336
64	650	300	300	48391	-49336
65	649	300	300	48391	-49201
66	653	300	300	48499	-49201
67	654	300	300	48499	-49201
68	654	300	300	48499	-49066
69	652	300	300	48609	-49066
70	653	300	300	48609	-49066
71	654	300	300	48609	-48935
72	653	300	300	48719	-48935
73	654	300	300	48719	-48935
74	657	300	300	48719	-48799
75	658	300	300	48827	-48799
76	657	300	300	48827	-48799
77	658	300	300	48827	-48667
78	658	300	300	48937	-48667
79	658	300	300	48937	-48667
80	658	300	300	48937	-48535
81	658	300	300	49047	-48535
82	662	300	300	49047	-48535
83	661	300	300	49047	-48404
84	662	300	300	49047	-48404
85	662	300	300	49156	-48404
86	662	300	300	49156	-48273
87	661	300	300	49156	-48273
88	664	300	300	49268	-48273
89	666	300	300	49268	-48145
90	665	300	300	49268	-48145
91	666	300	300	49376	-48145
92	666	300	300	49376	-48014
93	666	300	300	49376	-48014
94	665	300	300	49492	-48014
95	666	300	300	49492	-47887
96	670	300	300	49492	-47887
97	670	300	300	49605	-47887
98	670	300	300	49605	-47760
99	670	300	300	49605	-47760
100	670	300	300	49721	-47760
101	670	300	300	49721	-47635
102	670	300	300	49721	-47635
103	673	300	300	49835	-47635
104	674	300	300	49835	-47511
105	674	300	300	49835	-47511
106	674	300	300	49949	-47511
107	674	300	300	49949	-47387
108	674	300	300	49949	-47387
109	674	300	300	50063	-47387
110	674	300	300	50063	-47266
111	674	300	300	50063	-47266
112	674	300	300	50178	-47266
113	677	300	300	50178	-47148
114	678	300	300	50178	-47148
115	678	300	300	50292	-47148
116	678	300	300	50292	-47031
117	678	300	300	50292	-47031
118	678	300	300	50405	-47031
119	678	300	300	50405	-46919
120	678	300	300	50405	-46919
121	677	300	300	50514	-46919
122	678	300	300	50514	-46806
123	678	300	300	50514	-46806
124	678	300	300	50623	-46806
125	678	300	300	50623	-46695
126	678	300	300	50623	-46695
127	678	300	300	50732	-46695
128	678	300	300	50732	-46592
129	677	300	300	50732	-46592
130	678	300	300	50837	-46592
131	679	300	300	50837	-46487
132	678	300	300	50837	-46487
133	678	300	300	50938	-46487
134	678	300	300	50938	-46384
