0	0	0	0	0	0
1	0	0	0	0	0
2	0	0	0	0	0
3	32	0	0	0	0
4	37	0	0	0	0
5	37	0	0	-20594	0
6	35	0	0	-20594	0
7	42	0	0	-20594	-161474
8	35	0	0	-20594	-161474
9	39	0	0	-20594	-161474
10	42	500	500	-20594	-161474
11	35	500	500	-20594	-161474
12	41	500	500	-20594	-161474
13	32	500	500	-20594	-161474
14	39	500	500	-20520	-161474
15	38	500	500	-20520	-161474
16	40	500	500	-20520	-161398
17	35	500	500	-20351	-161398
18	39	500	500	-20351	-161398
19	35	500	500	-20351	-161232
20	38	500	500	-20152	-161232
21	38	500	500	-20152	-161232
22	40	500	500	-20152	-161036
23	35	500	500	-19931	-161036
24	38	500	500	-19931	-161036
25	35	500	500	-19931	-160818
26	35	500	500	-19710	-160818
27	39	500	500	-19710	-160818
28	33	500	500	-19710	-160594
29	38	500	500	-19479	-160594
30	35	500	500	-19479	-160594
31	39	500	500	-19479	-160367
32	35	500	500	-19252	-160367
33	39	500	500	-19252	-160367
34	35	500	500	-19252	-160137
35	40	500	500	-19026	-160137
36	32	500	500	-19026	-160137
37	37	500	500	-19026	-159906
38	31	500	500	-18796	-159906
39	36	500	500	-18796	-159906
40	31	500	500	-18796	-159677
41	33	500	500	-18569	-159677
42	36	500	500	-18569	-159677
43	35	500	500	-18569	-159448
44	36	500	500	-18341	-159448
45	32	500	500	-18341	-159448
46	39	500	500	-18341	-159220
47	34	500	500	-18113	-159220
48	39	500	500	-18113	-159220
49	36	500	500	-18113	-158991
50	40	500	500	-17883	-158991
51	36	500	500	-17883	-158991
52	41	500	500	-17883	-158763
53	39	500	500	-17658	-158763
54	40	500	500	-17658	-158763
55	32	500	500	-17658	-158533
56	39	500	500	-17427	-158533
57	34	500	500	-17427	-158533
58	40	500	500	-17427	-158305
59	32	500	500	-17199	-158305
60	39	500	500	-17199	-158305
61	36	500	500	-17199	-158073
62	38	500	500	-16973	-158073
63	32	500	500	-16973	-158073
64	37	500	500	-16973	-157842
65	32	500	500	-16742	-157842
66	36	500	500	-16742	-157842
67	33	500	500	-16742	-157613
68	38	500	500	-16516	-157613
69	31	500	500	-16516	-157613
70	38	500	500	-16516	-157385
71	35	500	500	-16287	-157385
72	34	500	500	-16287	-157385
73	34	500	500	-16287	-157155
74	36	500	500	-16287	-157155
75	36	500	500	-16060	-157155
76	36	500	500	-16060	-157155
77	40	500	500	-16060	-156928
78	35	500	500	-15828	-156928
79	40	500	500	-15828	-156928
80	36	500	500	-15828	-156699
81	40	500	500	-15602	-156699
82	35	500	500	-15602	-156699
83	38	500	500	-15602	-156469
84	36	500	500	-15371	-156469
85	40	500	500	-15371	-156469
86	34	500	500	-15371	-156242
87	39	500	500	-15141	-156242
88	35	500	500	-15141	-156242
89	40	500	500	-15141	-156011
90	36	500	500	-14915	-156011
91	39	500	500	-14915	-156011
92	36	500	500	-14915	-155779
93	41	500	500	-14683	-155779
94	32	500	500	-14683	-155779
95	40	500	500	-14683	-155549
96	36	500	500	-14455	-155549
97	38	500	500	-14455	-155549
98	30	500	500	-14455	-155320
99	41	500	500	-14226	-155320
100	35	500	500	-14226	-155320
101	38	500	500	-14226	-155090
102	31	500	500	-14000	-155090
103	36	500	500	-14000	-155090
104	30	500	500	-14000	-154862
105	36	500	500	-13768	-154862
106	31	500	500	-13768	-154862
107	33	500	500	-13768	-154636
108	32	500	500	-13541	-154636
109	38	500	500	-13541	-154636
110	36	500	500	-13541	-154403
111	36	500	500	-13313	-154403
112	34	500	500	-13313	-154403
113	35	500	500	-13313	-154175
114	38	500	500	-13083	-154175
115	34	500	500	-13083	-154175
116	36	500	500	-13083	-153944
117	35	500	500	-12858	-153944
118	37	500	500	-12858	-153944
119	36	500	500	-12858	-153713
120	39	500	500	-12627	-153713
121	38	500	500	-12627	-153713
122	40	500	500	-12627	-153485
123	34	500	500	-12399	-153485
124	39	500	500	-12399	-153485
125	32	500	500	-12399	-153254
126	39	500	500	-12172	-153254
127	36	500	500	-12172	-153254
128	40	500	500	-12172	-153024
129	36	500	500	-11944	-153024
130	40	500	500	-11944	-153024
131	40	500	500	-11944	-152796
132	34	500	500	-11714	-152796
133	40	500	500	-11714	-152796
134	37	500	500	-11714	-152570
135	39	500	500	-11487	-152570
136	37	500	500	-11487	-152570
137	38	500	500	-11487	-152338
138	37	500	500	-11258	-152338
139	40	500	500	-11258	-152338
140	32	500	500	-11258	-152108
141	39	500	500	-11029	-152108
142	32	500	500	-11029	-152108
143	38	500	500	-11029	-151879
144	37	500	500	-10804	-151879
145	40	500	500	-10804	-151879
146	34	500	500	-10804	-151648
147	41	500	500	-10574	-151648
148	34	500	500	-10574	-151648
149	39	500	500	-10574	-151420
150	34	500	500	-10346	-151420
151	41	500	500	-10346	-151420
152	36	500	500	-10346	-151189
153	41	500	500	-10120	-151189
154	34	500	500	-10120	-151189
155	33	500	500	-10120	-150959
156	29	500	500	-9894	-150959
157	37	500	500	-9894	-150959
158	36	500	500	-9894	-150730
159	34	500	500	-9664	-150730
160	33	500	500	-9664	-150730
161	38	500	500	-9664	-150504
162	36	500	500	-9438	-150504
163	33	500	500	-9438	-150504
164	36	500	500	-9438	-150273
165	33	500	500	-9211	-150273
166	39	500	500	-9211	-150273
167	37	500	500	-9211	-150043
168	40	500	500	-8982	-150043
169	33	500	500	-8982	-150043
170	40	500	500	-8982	-149813
171	37	500	500	-8759	-149813
172	40	500	500	-8759	-149813
173	36	500	500	-8759	-149583
174	40	500	500	-8529	-149583
175	39	500	500	-8529	-149583
176	38	500	500	-8529	-149354
177	36	500	500	-8302	-149354
178	41	500	500	-8302	-149354
179	36	500	500	-8302	-149123
180	40	500	500	-8076	-149123
181	36	500	500	-8076	-149123
182	38	500	500	-8076	-148895
183	37	500	500	-7851	-148895
184	41	500	500	-7851	-148895
185	34	500	500	-7851	-148666
186	40	500	500	-7622	-148666
187	33	500	500	-7622	-148666
188	39	500	500	-7622	-148439
189	33	500	500	-7397	-148439
190	41	500	500	-7397	-148439
191	34	500	500	-7397	-148208
192	39	500	500	-7397	-148208
193	31	500	500	-7170	-148208
194	39	500	500	-7170	-148208
195	34	500	500	-7170	-147979
196	38	500	500	-6943	-147979
197	32	500	500	-6943	-147979
198	37	500	500	-6943	-147747
199	35	500	500	-6721	-147747
200	35	500	500	-6721	-147747
201	32	500	500	-6721	-147518
202	36	500	500	-6493	-147518
203	35	500	500	-6493	-147518
204	35	500	500	-6493	-147290
205	35	500	500	-6271	-147290
206	36	500	500	-6271	-147290
207	40	500	500	-6271	-147057
208	35	500	500	-6046	-147057
209	39	500	500	-6046	-147057
210	36	500	500	-6046	-146831
211	40	500	500	-5823	-146831
212	37	500	500	-5823	-146831
213	40	500	500	-5823	-146600
214	35	500	500	-5599	-146600
215	40	500	500	-5599	-146600
216	36	500	500	-5599	-146371
217	41	500	500	-5379	-146371
218	37	500	500	-5379	-146371
219	41	500	500	-5379	-146143
220	34	500	500	-5153	-146143
221	40	500	500	-5153	-146143
222	33	500	500	-5153	-145914
223	39	500	500	-4934	-145914
224	33	500	500	-4934	-145914
225	41	500	500	-4934	-145681
226	32	500	500	-4714	-145681
227	36	500	500	-4714	-145681
228	32	500	500	-4714	-145453
229	38	500	500	-4491	-145453
230	31	500	500	-4491	-145453
231	37	500	500	-4491	-145225
232	34	500	500	-4276	-145225
233	37	500	500	-4276	-145225
234	38	500	500	-4276	-144992
235	39	500	500	-4055	-144992
236	39	500	500	-4055	-144992
237	41	500	500	-4055	-144767
238	40	500	500	-3843	-144767
239	43	500	500	-3843	-144767
240	38	500	500	-3843	-144536
241	44	500	500	-3623	-144536
242	40	500	500	-3623	-144536
243	43	500	500	-3623	-144306
244	39	500	500	-3405	-144306
245	42	500	500	-3405	-144306
246	42	500	500	-3405	-144077
247	43	500	500	-3190	-144077
248	41	500	500	-3190	-144077
249	44	500	500	-3190	-143850
250	42	500	500	-2974	-143850
251	43	500	500	-2974	-143850
252	38	500	500	-2974	-143617
253	42	500	500	-2760	-143617
254	42	500	500	-2760	-143617
255	46	500	500	-2760	-143389
256	46	500	500	-2546	-143389
257	46	500	500	-2546	-143389
258	43	500	500	-2546	-143162
259	46	500	500	-2332	-143162
260	45	500	500	-2332	-143162
261	45	500	500	-2332	-142930
262	46	500	500	-2121	-142930
263	45	500	500	-2121	-142930
264	42	500	500	-2121	-142704
265	49	500	500	-1910	-142704
266	42	500	500	-1910	-142704
267	47	500	500	-1910	-142475
268	40	500	500	-1700	-142475
269	47	500	500	-1700	-142475
270	44	500	500	-1700	-142244
271	53	500	500	-1488	-142244
272	46	500	500	-1488	-142244
273	51	500	500	-1488	-142016
274	48	500	500	-1282	-142016
275	51	500	500	-1282	-142016
276	42	500	500	-1282	-141788
277	53	500	500	-1071	-141788
278	47	500	500	-1071	-141788
279	51	500	500	-1071	-141556
280	45	500	500	-863	-141556
281	52	500	500	-863	-141556
282	45	500	500	-863	-141326
283	52	500	500	-656	-141326
284	52	500	500	-656	-141326
285	54	500	500	-656	-141100
286	49	500	500	-447	-141100
287	57	500	500	-447	-141100
288	50	500	500	-447	-140868
